gr229.tsp, 6663.929872869402, 251.98118155951636, 1214.9333333333334
gr229.tsp, 6595.9257496294285, 287.85258159900917, 1249.0
gr96.tsp, 1175.1062022327048, 61.39843862883181, 495.73333333333335
kroA150.tsp, 95904.7011609957, 4071.496258522825, 765.1666666666666
gr229.tsp, 6697.967395440759, 293.31196810522835, 1390.9
gr96.tsp, 1188.5528760364878, 54.445646530237646, 528.8
kroA150.tsp, 96326.57580609237, 4621.618642266408, 825.9
pr226.tsp, 663410.9172550731, 26684.69140938792, 1238.8333333333333
bier127.tsp, 265944.79903587163, 9186.58262600067, 698.3333333333334
rat99.tsp, 2827.9788236761497, 141.84279499326698, 547.9333333333333
gr229.tsp, 6460.646144083476, 315.73949607658426, 1342.1333333333334
gr96.tsp, 1178.67627681576, 49.3701271098656, 543.2666666666667
kroA150.tsp, 94214.6325852603, 4602.831804233065, 831.6333333333333
